# Related Details: This is a test
# Additional Notes: This is a test

File Name,Model,C10,C20,C30,RMSE,Iterations,Fevals
"Porcine_aortic_valve_Sample3_0.5_radial.csv","Yeoh","0.015207405538632871","0.15644655519873815","-0.047797855970512844","0.0221","Check Fevals","40"
